Message,Category
I cant pick the phone right now. Pls send a message,ham
"To complete the payment process, additional confirmation is required. Fill out the form here: www.payment-confirmation.com/form",spam
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
Super da:)good replacement for murali,ham
O shore are you takin the bus,ham
My sister going to earn more than me da.,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
Got it! It looks scrumptious... daddy wants to eat you all night long!,ham
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
Havent shopping now lor i juz arrive only,ham
Yup ok...,ham
Call me when u're done...,ham
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam
Ryder unsold.now gibbs.,ham
Great! How is the office today?,ham
"dear seller, we would like to meet reporters before phase of 1 the new platform rules came into force and now mobile users are subject to verification procedure. a customer named jorge perez has successfully signed off an order on your application.",spam
No..few hours before.went to hair cut .,ham
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam
each store may be suspended while challenging any platform ' tis new rules. do update your website at before 11 : 03 pm : www. platform - updates. com / minutes,spam
How's ur paper?,ham
Ay wana meet on sat?ü wkg on sat?,ham
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,spam
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,ham
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham
How much did ur hdd casing cost.,ham
Oops i thk i dun haf enuff... I go check then tell ü..,ham
Come by our room at some point so we can iron out the plan for this weekend,ham
"dear you, all actions on his account require contact verification. please get their interview online : www. blog - user. com / actions",spam
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ham
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,spam
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",ham
Is that on the telly? No its Brdget Jones!,ham
Jokin only lar... :-) depends on which phone my father can get lor...,ham
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam
Bbq this sat at mine from 6ish. Ur welcome 2 come,ham
"K, I might come by tonight then if my class lets out early",ham
Hi:)cts employee how are you?,ham
Reverse is cheating. That is not mathematics.,ham
Oi when you gonna ring,ham
Happy new years melody!,ham
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham
I have lost 10 kilos as of today!,ham
"Hey elaine, is today's meeting still on?",ham
Wherre's my boytoy ? :-(,ham
Do you hide anythiing or keeping distance from me,ham
a customer is unable to purchase this item but cannot sell until her account was clean. check in here : sale. buyer - verification. at / login,spam
Play w computer? Aiyah i tok 2 u lor?,ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,ham
Oh ok..,ham
C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
"2 celebrate my bday, y else?",ham
No need to say anything to me. I know i am an outsider,ham
Going to join tomorrow.,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam
"You aren't coming home between class, right? I need to work out and shower!",ham
Minimum walk is 3miles a day.,ham
Hey... Why dont we just go watch x men and have lunch... Haha,ham
its code number [ service name ] has remained locked for some malicious activity. visit your account to unlock it : www. service - name. us / unlock,spam
Lovely smell on this bus and it ain't tobacco...,ham
My uncles in Atlanta. Wish you guys a great semester.,ham
Can you say what happen,ham
Ok i also wan 2 watch e 9 pm show...,ham
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham
Wat u doing there?,ham
I send the print  outs da.,ham
Ok how you dear. Did you call chechi,ham
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam
I'm always looking for an excuse to be in the city.,ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,spam
Yup n her fren lor. I'm meeting my fren at 730.,ham
Ok... C ya...,ham
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",ham
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
You have 1 new message. Please call 08712400200.,spam
Nice.nice.how is it working?,ham
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam
Hey what are you doing. Y no reply pa..,ham
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
"dear seller, we would like to inform you that as of march 2017, new platform has went into effect and all participants are now going through this verification process. a customer named gabi breuer has successfully processed my call for an order with your store. however, due to our full member obligations, we have unable to verify this transaction. we realize this can be hazardous, but it is important for the safety of our community.",spam
"Mostly sports type..lyk footbl,crckt..",ham
"I just got home babe, are you still awake ?",ham
your child account s now replaced. submit student identity to restore access : www. passport - restore. com / verify,spam
So why didnt you holla?,ham
ELLO BABE U OK?,ham
WHO ARE YOU SEEING?,ham
"Nah can't help you there, I've never had an iphone",ham
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
You have 1 new voicemail. Please call 08719181513.,spam
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham
"your warehouse has pulled off your product, but no funds went on hold due to a security violation. get the order here : www. this - gateway. com / verify",spam
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",ham
Cos i want it to be your thing,ham
Why tired what special there you had,ham
Ok. I only ask abt e movie. U wan ktv oso?,ham
He is world famamus....,ham
Alright took the morphine. Back in yo.,ham
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
Armand says get your ass over to epsilon,ham
Yes I know the cheesy songs from frosty the snowman :),ham
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham
"Sorry, I'll call later",ham
congratulations! he ' ve got our 1 - year premium subscription. your first deposit for claim your password : www. premium - offers. hu / claim,spam
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham
Ok lar... Joking wif u oni...,ham
Lol no. U can trust me.,ham
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
Are you going to write ccna exam this week??,ham
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham
Sos! Any amount i can get pls.,ham
"Haha figures, well I found the piece and priscilla's bowl",ham
your placement could be suspended as violating your platform ' s new policies. you update your content details before 11 : 59 pm : itunes. platform - updates. tv / download,spam
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
a payment of $ 2. 45 has been blocked. but understand that you may authorized recipient to support her transaction : www. internet - payment. net / confirm,spam
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham
"That's very rude, you on campus?",ham
"Yeah why not, is the gang all ready",ham
"Hm good morning, headache anyone? :-)",ham
the complaint has been filed against your website. continue this issue for logging on through the provided site : www. google - sites. com / 2,spam
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",ham
You didnt complete your gist oh.,ham
"dear seller, we are pleased to inform them that the file subject to the request from the purchaser jane morgan has been successfully opened. then complete the process, we kindly ask you to check your profile. this remains an important step to ensure only your details are up until date.",spam
"your seller, they feel like we inform you that as of march 2, new platform rules went into use and all users are now going through your verification process. one customer named gabi breuer has successfully processed a payment for an order in your service. however, due to our platform security obligations, customers are unable to verify this transaction. we realize this can look inconvenient, but it is important for the safety of our community.",spam
May i call You later Pls,ham
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam
Adult 18 Content Your video will be with you shortly,spam
"help detect suspicious activity at its account. to protect their company, complete the first check by calendar here : www. security - checked. com / files",spam
Also remember the beads don't come off. Ever.,ham
we discovered suspicious transactions on my account. simply record your transactions by clicking through that following link : www. transaction - check. info /...,spam
your store may unless prevented from enforcing the platform ' n new regulations. anyone update your account details by 11 : 27 pm : www. platform - updates. mx / account,spam
K I'll be there before 4.,ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
Wat time ü wan today?,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
"unlike jason, your account has kept temporarily connected exclusively to online verification. please confirm that notification by following this page : www. facebook - platform. com / confirm",spam
Thanks for sending this mental ability question..,ham
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
By monday next week. Give me the full gist,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
Fine am simply sitting.,ham
So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,ham
we detected suspicious incidents with your account. please verify this status by tapping on this following link : enter. gov - check. in / verify,spam
Any way where are you and what doing.,ham
Yeah jay's sort of a fucking retard,ham
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,spam
Did you stitch his trouser,ham
Jos ask if u wana meet up?,ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
"any seller, everyone would like to inform you where as of 1 april new platform rules came in force and now all users are subject under the procedure. a customer named maria is also successfully paid in this order on your shop.",spam
It vl bcum more difficult..,ham
Are u coming to the funeral home,ham
Also remember to get dobby's bowl from your car,ham
Pandy joined 4w technologies today.he got job..,ham
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
Even my brother is not like to speak with me. They treat me like aids patent.,ham
Oh for fuck's sake she's in like tallahassee,ham
How was txting and driving,ham
"Sorry, I'll call later",ham
"mr seller, we be waiting to inform guests that the material related to the request from the purchaser jane doe has been successfully processed. to gain a transcript, we kindly ask you to confirm your profile. this is an important step... ensure all your details are up to dates.",spam
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham
"No I'm good for the movie, is it ok if I leave in an hourish?",ham
"dear dear, your actions using this account required routine verification. please repeat the process from : review. verify - user. com / actions",spam
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
Okie,ham
"in facilitate his payment process, additional forms were issued. fill out the form here : www. payment - review. us / form",spam
"Sorry, I'll call later",ham
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",ham
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",spam
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
Yo! Howz u? girls never rang after india. L,ham
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham
Oic... Then better quickly go bathe n settle down...,ham
No let me do the math. Your not good at it.,ham
Yeah that'd pretty much be the best case scenario,ham
your entry may be suspended for violating the platform ' s new rules. may update your account immediately from 11 : 05 twitter : mail. pc - updates. org / view,spam
I'm fine. Hope you are good. Do take care.,ham
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
At the funeral home with Audrey and dad,ham
Go chase after her and run her over while she's crossing the street,ham
I havent lei.. Next mon can?,ham
I am in hospital da. . I will return home in evening,ham
"verified user, these actions and your actions require additional verification. please find a link using : www. verify - user. com / posted",spam
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
Apps class varaya elaya.,ham
Have a good evening! Ttyl,ham
I dont thnk its a wrong calling between us,ham
"life alle mone,eppolum oru pole allalo",ham
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
All done? All handed in? Celebrations in full swing yet?,ham
Dude how do you like the buff wind.,ham
Thts wat Wright Brother did to fly..,ham
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
Ok...,ham
Yup. Thk of u oso boring wat.,ham
"K I'm ready,  &lt;#&gt; ?",ham
I HAVE A DATE ON SUNDAY WITH WILL!!,ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
"Yeah, that's fine! It's £6 to get in, is that ok?",ham
No she didnt. I will search online and let you know.,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
"Sorry, I'll call later  &lt;#&gt; mins",ham
1 in cbe. 2 in chennai.,ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",ham
this listing violates the platform type s structure because might be missed. update that account more or complete this : www. listing - update. id / guidelines,spam
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
My phone,ham
Pls speak with me. I wont ask anything other then you friendship.,ham
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam
A complaint has been filed against your listing. Resolve this issue by logging in through the provided link: www.listing-complaints.com/resolve,spam
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
Asking do u knw them or nt? May be ur frnds or classmates?,ham
yahoo! them ' ve won a 1 - year premium subscription. key for account to claim its password : new. online - service. com / claim,spam
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
88800 and 89034 are premium phone services call 08718711108,spam
I wonder if you'll get this text?,ham
your account will come permanently closed if you do not report next findings. simply follow my link to restore :,spam
a complaint has been filed against a listing. file as following further clicking in through the web link : www. listing - article. php / resolve,spam
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham
user credit may appear suspended due by failure of community codes. confirm your account and avoid deactivation : www. guideline - update. php / 。,spam
I am late. I will be there at,ham
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
"dear seller, we would expect to inform you that as of 28th april new platform installed came takes force and now all users be subject to verification procedure. a developer named maria perez can successfully put out an upgrade on your shop.",spam
Hey tmr meet at bugis 930 ?,ham
a new email also arrived but cannot be delivered due to improper delivery process. clear version helping lower the storage limit : www. email - systems. com / views,spam
You always make things bigger than they are,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
No way I'm going back there!,ham
Then why you not responding,ham
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",ham
You have 1 new voicemail. Please call 08719181513.,spam
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",ham
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham
your account account was only locked if we do never confirm your details. please remove any link to restore :,spam
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
"Haha good to hear, I'm officially paid and on the market for an 8th",ham
"I don't think I can get away for a trek that long with family in town, sorry",ham
that complaint has yet filed against your client. resolve such issue by logging in through this provided website : www. listing - details. html / today,spam
Ü all write or wat..,ham
Already am squatting is the new way of walking,ham
At WHAT TIME should i come tomorrow,ham
further fine of $ 123. 45 has remained recorded. please confirm that microsoft requested the sender to finalize the payment : e. blocked - transfer. ru / confirm,spam
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham
bonus! these ' d won a 1 - year mortgage offering. in your account you receive the reward : www. premium - offers. com / claim,spam
I like dis sweater fr mango but no more my size already so irritating.,ham
Ü only send me the contents page...,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham
"Sorry, I'll call later",ham
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham
That seems unnecessarily hostile,ham
Got it. Seventeen pounds for seven hundred ml – hope ok.,ham
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",ham
"Its ok chikku, and its my 1 of favourite song..:-)",ham
Do you work all this week ?,ham
Just finished eating. Got u a plate. NOT leftovers this time.,ham
Sac needs to carry on:),ham
"Maybe westshore or hyde park village, the place near my house?",ham
Maybe i could get book out tomo then return it immediately ..? Or something.,ham
I had askd u a question some hours before. Its answer,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
Wat r u doing now?,ham
our security layer [ security data ] has finally locked due on suspicious activity. verify yourself account to unlock it : www. service - history. com /...,spam
I though we shd go out n have some fun so bar in town or something – sound ok?,ham
Anything lar then ü not going home 4 dinner?,ham
Neshanth..tel me who r u?,ham
We are okay. Going to sleep now. Later,ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
Every day i use to sleep after  &lt;#&gt;  so only.,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
Ü collecting ur laptop then going to configure da settings izzit?,ham
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
I will be gentle princess! We will make sweet gentle love...,ham
Erutupalam thandiyachu,ham
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham
Omg it could snow here tonite!,ham
Jason says it's cool if we pick some up from his place in like an hour,ham
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,spam
We still on for tonight?,ham
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
"ladies diary, your account has previously legally restricted due to incomplete verification. please confirm our identity after seeing this trend : www. cloud - platform. com / id",spam
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
Okie but i scared u say i fat... Then u dun wan me already...,ham
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
it tracked suspicious activity on your cell. please know their details by clicking on our following link : account. transaction - check. tv / verify,spam
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",ham
Same as kallis dismissial in 2nd test:-).,ham
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
God bless.get good sleep my dear...i will pray!,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
Yes. that will be fine. Love you. Be safe.,ham
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham
Yes. Last  practice,ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
Ok I'm gonna head up to usf in like fifteen minutes,ham
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam
Near kalainar tv office.thenampet,ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
"my seller, to also like to warn you that as of 1 april 2017 platform rules came into force and now all questions are subject towards verification procedure. a customer named maria perez has successfully paid for her order in our shop.",spam
New car and house for my parents.:)i have only new job in hand:),ham
"dear you, relevant reports on your actions deserve your consideration. please complete my process today : www. verify - compliance. com / actions",spam
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
Dear got bus directly to calicut,ham
"Playin space poker, u?",ham
"sry can't talk on phone, with parents",ham
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",ham
